order_id,user_id,create_time,product_type,amount,is_paid,is_refunded,channel
2409,1340,2026-06-24 20:09:00,景点门票,42.71,1,0,抖音信息流
2410,1340,2026-07-06 19:48:00,景点门票,48.65,1,0,抖音信息流
2418,1346,2026-07-16 19:15:00,景点门票,57.21,0,0,小红书种草
2419,1346,2026-07-28 15:02:00,景点门票,139.71,1,0,小红书种草
2485,1384,2026-06-13 11:08:00,酒店预订,269.25,1,0,高校地推
2486,1384,2026-06-19 19:03:00,景点门票,41.74,1,0,高校地推
2527,1407,2026-08-01 11:24:00,景点门票,102.76,1,0,高校地推
2528,1407,2026-08-05 10:56:00,景点门票,138.41,0,0,高校地推
2529,1407,2026-08-22 19:26:00,酒店预订,323.72,0,0,高校地推
2530,1408,2026-08-08 14:41:00,景点门票,41.81,1,1,自然流量
2635,1484,2026-06-25 11:26:00,酒店预订,343.96,0,0,自然流量
2636,1484,2026-06-25 09:03:00,酒店预订,373.37,1,0,自然流量
2637,1484,2026-07-04 08:50:00,景点门票,70.93,0,0,自然流量
2638,1484,2026-07-10 10:46:00,景点门票,167.38,0,0,自然流量
2639,1484,2026-08-09 19:23:00,景点门票,161.66,1,1,自然流量
2640,1484,2026-08-19 19:37:00,酒店预订,280.59,1,0,自然流量
2680,1503,2026-07-03 18:27:00,一日游套餐,302.27,0,0,抖音信息流
2681,1503,2026-07-11 22:06:00,酒店预订,307.82,1,1,抖音信息流
2743,1536,2026-07-13 16:12:00,一日游套餐,414.91,1,0,抖音信息流
2767,1551,2026-08-18 08:53:00,酒店预订,497.21,0,0,自然流量
2772,1555,2026-06-10 20:51:00,景点门票,160.6,1,0,自然流量
2773,1555,2026-06-20 07:30:00,一日游套餐,256.4,1,0,自然流量
2774,1555,2026-07-02 17:38:00,酒店预订,315.43,1,0,自然流量
2775,1555,2026-07-05 07:21:00,景点门票,140.48,1,0,自然流量
2776,1555,2026-07-11 08:24:00,一日游套餐,391.81,1,0,自然流量
2870,1619,2026-07-24 19:33:00,酒店预订,303.77,0,0,高校地推
2951,1663,2026-07-01 12:30:00,景点门票,104.63,0,0,微信分享裂变
2952,1663,2026-07-01 15:03:00,一日游套餐,207.04,0,0,微信分享裂变
2953,1663,2026-07-15 13:16:00,景点门票,177.15,1,0,微信分享裂变
2954,1663,2026-07-15 22:04:00,一日游套餐,327.14,0,0,微信分享裂变
2955,1663,2026-08-08 07:45:00,酒店预订,485.4,0,0,微信分享裂变
2956,1663,2026-08-08 08:08:00,景点门票,57.76,1,0,微信分享裂变
2957,1663,2026-08-11 10:04:00,一日游套餐,241.11,1,0,微信分享裂变
3019,1700,2026-07-11 14:44:00,景点门票,98.35,0,0,小红书种草
3020,1700,2026-07-29 07:56:00,一日游套餐,273.99,1,0,小红书种草
3131,1766,2026-06-19 13:56:00,一日游套餐,422.05,0,0,自然流量
3132,1766,2026-08-07 12:39:00,酒店预订,567.06,1,0,自然流量
3249,1836,2026-07-03 20:35:00,酒店预订,270.0,1,0,自然流量
3359,1906,2026-07-03 07:11:00,酒店预订,493.42,1,0,抖音信息流
3360,1906,2026-08-08 18:12:00,酒店预订,424.12,1,0,抖音信息流
3412,1935,2026-08-04 18:02:00,酒店预订,391.46,1,0,小红书种草
3413,1935,2026-08-24 10:52:00,景点门票,60.12,1,0,小红书种草
3414,1935,2026-08-27 07:58:00,景点门票,154.42,1,0,小红书种草
3431,1946,2026-06-19 08:01:00,景点门票,58.98,1,0,高校地推
3432,1946,2026-08-09 10:39:00,一日游套餐,417.76,1,0,高校地推
3651,2081,2026-07-26 21:17:00,景点门票,89.15,1,0,抖音信息流
3707,2119,2026-07-30 15:26:00,一日游套餐,429.44,1,0,自然流量
3708,2119,2026-08-08 09:19:00,景点门票,122.68,1,0,自然流量
3763,2150,2026-08-30 08:41:00,景点门票,111.23,1,0,自然流量
3805,2174,2026-07-02 12:45:00,景点门票,132.47,0,0,自然流量
3806,2174,2026-07-07 20:43:00,酒店预订,191.39,0,0,自然流量
3807,2174,2026-07-07 09:30:00,一日游套餐,379.44,1,0,自然流量
3808,2174,2026-07-08 07:46:00,酒店预订,214.78,0,0,自然流量
3809,2174,2026-07-10 22:11:00,景点门票,96.51,1,0,自然流量
3810,2174,2026-07-16 13:29:00,酒店预订,578.34,1,0,自然流量
3811,2174,2026-08-12 18:00:00,酒店预订,597.33,1,0,自然流量
3903,2216,2026-08-20 09:16:00,景点门票,89.6,1,0,自然流量
3961,2253,2026-07-03 17:33:00,景点门票,149.74,1,0,抖音信息流
4045,2303,2026-07-14 08:05:00,景点门票,98.56,1,0,抖音信息流
4046,2303,2026-07-19 07:33:00,酒店预订,309.67,0,0,抖音信息流
4217,2406,2026-08-02 12:51:00,一日游套餐,215.25,0,0,自然流量
4325,2466,2026-06-29 07:35:00,景点门票,132.37,1,0,小红书种草
4326,2466,2026-07-05 09:01:00,酒店预订,473.14,1,0,小红书种草
4572,2610,2026-07-25 21:21:00,景点门票,147.59,0,0,抖音信息流
4679,2681,2026-08-12 19:51:00,景点门票,79.92,0,0,微信分享裂变
4680,2681,2026-08-16 08:09:00,景点门票,147.44,1,0,微信分享裂变
4811,2749,2026-08-11 16:21:00,一日游套餐,342.26,1,0,抖音信息流
4851,2771,2026-07-11 20:32:00,酒店预订,355.15,1,0,自然流量
4852,2771,2026-07-13 07:55:00,酒店预订,268.3,0,0,自然流量
4853,2771,2026-08-04 12:40:00,酒店预订,193.08,0,0,自然流量
4854,2771,2026-08-23 09:19:00,一日游套餐,292.82,1,0,自然流量
4935,2816,2026-08-14 21:31:00,景点门票,98.86,1,0,抖音信息流
4971,2841,2026-07-25 19:59:00,酒店预订,586.12,1,0,微信分享裂变
4972,2841,2026-07-26 08:35:00,景点门票,168.73,1,0,微信分享裂变
4973,2841,2026-07-26 19:45:00,酒店预订,505.25,1,0,微信分享裂变
4974,2841,2026-08-21 19:39:00,景点门票,160.03,1,0,微信分享裂变
5041,2883,2026-07-28 19:32:00,景点门票,69.65,0,0,抖音信息流
5112,2922,2026-07-30 15:42:00,景点门票,75.02,1,1,自然流量
5113,2922,2026-07-30 13:59:00,一日游套餐,340.9,0,0,自然流量
5128,2930,2026-08-22 15:25:00,酒店预订,202.43,1,0,小红书种草
5129,2930,2026-08-26 15:34:00,酒店预订,504.54,0,0,小红书种草
5130,2930,2026-08-26 17:38:00,一日游套餐,427.66,1,0,小红书种草
5131,2930,2026-08-29 07:53:00,酒店预订,525.74,1,0,小红书种草
5150,2945,2026-07-11 14:33:00,景点门票,104.14,0,0,自然流量
5151,2945,2026-08-19 15:55:00,酒店预订,408.39,1,0,自然流量
5211,2988,2026-06-24 22:50:00,景点门票,105.67,1,0,抖音信息流
5212,2988,2026-07-12 11:13:00,景点门票,157.42,1,0,抖音信息流
5213,2988,2026-08-08 08:19:00,酒店预订,538.93,0,0,抖音信息流
5289,3028,2026-07-04 13:53:00,一日游套餐,367.38,0,0,微信分享裂变
5290,3028,2026-07-04 17:09:00,一日游套餐,348.61,1,0,微信分享裂变
5291,3028,2026-07-10 19:43:00,酒店预订,359.13,0,0,微信分享裂变
5292,3028,2026-07-13 18:31:00,一日游套餐,436.15,1,0,微信分享裂变
5293,3028,2026-07-18 16:52:00,景点门票,127.19,1,0,微信分享裂变
5294,3028,2026-07-18 12:14:00,一日游套餐,357.7,1,0,微信分享裂变
5376,3079,2026-08-14 17:12:00,酒店预订,316.69,1,0,小红书种草
5535,3182,2026-07-06 15:27:00,一日游套餐,310.16,1,0,自然流量
5536,3182,2026-07-11 17:03:00,酒店预订,224.73,0,0,自然流量
5537,3183,2026-06-19 22:11:00,酒店预订,300.48,0,0,抖音信息流
5592,3215,2026-08-31 19:39:00,一日游套餐,326.86,1,0,自然流量
5665,3263,2026-07-24 19:35:00,一日游套餐,377.13,1,0,自然流量
5666,3264,2026-07-10 09:32:00,景点门票,96.33,1,1,抖音信息流
5667,3264,2026-07-28 22:07:00,酒店预订,333.59,0,0,抖音信息流
5668,3264,2026-08-14 13:25:00,一日游套餐,345.98,0,0,抖音信息流
5720,3287,2026-07-20 07:47:00,景点门票,61.28,0,0,小红书种草
5721,3287,2026-08-02 22:15:00,一日游套餐,353.66,1,0,小红书种草
5723,3291,2026-08-16 22:25:00,景点门票,84.64,0,0,抖音信息流
5782,3333,2026-08-06 09:15:00,一日游套餐,414.88,1,0,自然流量
5783,3333,2026-08-20 08:20:00,酒店预订,355.23,1,0,自然流量
5848,3363,2026-07-26 13:34:00,酒店预订,477.74,1,0,小红书种草
5891,3393,2026-07-05 07:38:00,一日游套餐,415.38,1,0,高校地推
6143,3536,2026-06-21 10:15:00,酒店预订,508.01,1,0,微信分享裂变
6144,3536,2026-07-06 12:24:00,景点门票,69.87,1,0,微信分享裂变
6145,3536,2026-07-15 22:08:00,一日游套餐,319.64,0,0,微信分享裂变
6146,3536,2026-08-09 19:38:00,景点门票,145.16,1,0,微信分享裂变
6337,3657,2026-07-01 23:09:00,景点门票,143.29,1,0,自然流量
6338,3657,2026-07-23 17:09:00,酒店预订,313.97,1,0,自然流量
6389,3685,2026-07-30 15:32:00,一日游套餐,302.64,1,0,自然流量
6390,3685,2026-07-30 22:20:00,景点门票,61.51,1,0,自然流量
6510,3762,2026-07-15 14:29:00,景点门票,57.14,1,0,抖音信息流
6590,3807,2026-07-12 15:28:00,一日游套餐,257.54,1,0,小红书种草
6591,3807,2026-07-14 16:16:00,景点门票,167.05,1,0,小红书种草
6598,3814,2026-06-11 08:43:00,景点门票,78.08,0,0,自然流量
6599,3814,2026-07-28 07:49:00,景点门票,108.95,0,0,自然流量
6600,3814,2026-08-10 07:42:00,景点门票,43.27,0,0,自然流量
6748,3916,2026-07-04 21:23:00,酒店预订,242.94,0,0,抖音信息流
6749,3916,2026-07-04 11:14:00,酒店预订,493.53,0,0,抖音信息流
6765,3930,2026-08-17 13:36:00,一日游套餐,293.21,1,0,高校地推
6768,3933,2026-07-22 16:28:00,一日游套餐,246.91,1,0,抖音信息流
6884,4020,2026-07-12 16:00:00,景点门票,53.61,1,0,小红书种草
6935,4055,2026-08-09 16:23:00,酒店预订,379.28,1,0,微信分享裂变
6969,4079,2026-06-20 16:01:00,一日游套餐,258.42,1,1,自然流量
6970,4079,2026-06-20 19:34:00,一日游套餐,319.21,0,0,自然流量
6971,4079,2026-08-12 15:49:00,景点门票,82.62,1,0,自然流量
6978,4085,2026-08-23 13:19:00,一日游套餐,447.88,0,0,抖音信息流
6979,4085,2026-08-26 19:40:00,酒店预订,210.44,0,0,抖音信息流
7306,4291,2026-08-09 11:06:00,景点门票,154.61,1,0,自然流量
7307,4291,2026-08-25 18:58:00,景点门票,65.78,1,0,自然流量
7364,4320,2026-08-14 16:20:00,一日游套餐,424.16,1,0,抖音信息流
7390,4332,2026-06-21 11:01:00,景点门票,115.03,0,0,高校地推
7412,4343,2026-07-28 15:03:00,景点门票,88.89,0,0,抖音信息流
7413,4344,2026-06-14 11:04:00,景点门票,60.37,1,0,自然流量
7414,4344,2026-07-14 22:17:00,景点门票,154.23,0,0,自然流量
7415,4344,2026-07-30 17:15:00,景点门票,69.84,0,0,自然流量
7429,4353,2026-07-06 20:52:00,一日游套餐,202.39,1,0,小红书种草
7430,4353,2026-08-13 18:26:00,一日游套餐,425.84,1,0,小红书种草
7489,4395,2026-07-13 10:44:00,酒店预订,504.05,0,0,抖音信息流
7536,4415,2026-07-24 14:00:00,景点门票,132.0,1,0,自然流量
7537,4415,2026-08-26 09:43:00,酒店预订,269.51,1,0,自然流量
7543,4422,2026-08-06 11:46:00,一日游套餐,430.93,0,0,自然流量
7544,4422,2026-08-26 07:24:00,景点门票,177.8,1,0,自然流量
7550,4425,2026-06-22 20:42:00,景点门票,57.03,1,0,小红书种草
7551,4425,2026-06-29 13:26:00,景点门票,72.76,1,0,小红书种草
7552,4425,2026-07-26 14:54:00,一日游套餐,354.63,1,0,小红书种草
7949,4648,2026-06-25 12:50:00,景点门票,84.57,1,0,自然流量
7950,4648,2026-07-07 08:06:00,景点门票,73.42,1,0,自然流量
7951,4648,2026-08-20 15:55:00,景点门票,45.77,1,0,自然流量
8047,4705,2026-08-02 17:47:00,景点门票,88.26,1,0,自然流量
8048,4705,2026-08-20 16:47:00,景点门票,133.65,1,0,自然流量
8049,4705,2026-08-20 19:33:00,酒店预订,226.23,0,0,自然流量
8126,4744,2026-07-30 10:44:00,景点门票,113.24,1,0,自然流量
8127,4744,2026-07-31 17:20:00,景点门票,45.45,0,0,自然流量
8190,4795,2026-06-25 14:57:00,酒店预订,520.86,1,1,抖音信息流
8307,4862,2026-07-24 12:49:00,一日游套餐,399.45,1,0,微信分享裂变
8308,4862,2026-07-26 15:05:00,一日游套餐,261.96,1,0,微信分享裂变
8309,4862,2026-07-28 16:20:00,一日游套餐,396.48,1,0,微信分享裂变
8310,4862,2026-08-02 16:55:00,景点门票,153.45,1,0,微信分享裂变
8311,4862,2026-08-09 19:34:00,景点门票,51.06,1,0,微信分享裂变
8445,4946,2026-08-14 12:46:00,酒店预订,564.29,1,0,微信分享裂变
8446,4946,2026-08-14 16:19:00,酒店预订,511.24,1,0,微信分享裂变
8447,4946,2026-08-23 18:42:00,一日游套餐,214.05,0,0,微信分享裂变
8448,4946,2026-08-24 14:09:00,景点门票,51.4,1,0,微信分享裂变
8458,4953,2026-08-12 09:44:00,景点门票,174.76,0,0,自然流量
8471,4962,2026-07-04 14:42:00,酒店预订,476.08,1,0,自然流量
8472,4962,2026-08-31 07:48:00,景点门票,122.9,0,0,自然流量
8514,4982,2026-06-30 11:44:00,酒店预订,232.22,0,0,自然流量
8543,4998,2026-07-09 22:48:00,景点门票,175.25,1,1,抖音信息流
8626,5037,2026-06-17 22:08:00,一日游套餐,277.8,0,0,微信分享裂变
8627,5037,2026-06-19 11:28:00,酒店预订,511.66,1,0,微信分享裂变
8628,5037,2026-06-20 17:22:00,酒店预订,418.19,1,0,微信分享裂变
8629,5037,2026-06-27 17:02:00,景点门票,57.84,1,0,微信分享裂变
8630,5037,2026-07-09 14:02:00,酒店预订,423.88,1,0,微信分享裂变
8784,5130,2026-06-24 18:46:00,景点门票,122.73,1,0,高校地推
8852,5166,2026-07-11 08:17:00,景点门票,112.07,0,0,小红书种草
8853,5166,2026-07-15 09:31:00,酒店预订,350.8,1,0,小红书种草
8854,5166,2026-08-01 21:08:00,酒店预订,222.99,1,0,小红书种草
8906,5200,2026-07-06 14:51:00,酒店预订,409.81,1,0,抖音信息流
8915,5205,2026-07-27 14:39:00,一日游套餐,421.89,0,0,自然流量
8916,5205,2026-07-31 21:24:00,景点门票,170.63,1,1,自然流量
8978,5245,2026-07-13 14:48:00,酒店预订,299.49,0,0,抖音信息流
9175,5364,2026-08-15 18:05:00,酒店预订,285.8,1,0,高校地推
9176,5364,2026-08-20 08:05:00,景点门票,177.95,1,0,高校地推
9246,5403,2026-07-19 19:14:00,一日游套餐,436.89,1,0,抖音信息流
9247,5403,2026-07-30 07:17:00,一日游套餐,277.42,0,0,抖音信息流
9383,5485,2026-08-23 18:34:00,景点门票,72.52,1,0,微信分享裂变
9568,5592,2026-08-15 16:19:00,一日游套餐,238.99,1,0,微信分享裂变
9770,5724,2026-07-04 16:32:00,景点门票,72.63,1,0,微信分享裂变
9771,5724,2026-07-21 19:42:00,景点门票,53.37,0,0,微信分享裂变
9772,5724,2026-07-21 07:11:00,酒店预订,400.95,1,0,微信分享裂变
9773,5724,2026-07-28 10:24:00,一日游套餐,349.55,1,0,微信分享裂变
9971,5825,2026-08-02 08:03:00,酒店预订,519.95,1,0,抖音信息流
9974,5828,2026-07-28 13:31:00,一日游套餐,252.29,1,0,自然流量
9996,5841,2026-08-05 19:47:00,酒店预订,294.63,1,0,抖音信息流
10212,5957,2026-06-24 12:53:00,景点门票,136.51,1,0,抖音信息流
10213,5957,2026-08-10 15:27:00,酒店预订,189.76,0,0,抖音信息流
10500,6125,2026-06-19 15:31:00,酒店预订,534.18,1,0,自然流量
10501,6125,2026-07-07 22:42:00,景点门票,56.9,0,0,自然流量
10654,6229,2026-08-04 11:35:00,一日游套餐,334.32,1,0,抖音信息流
10668,6241,2026-07-10 19:09:00,景点门票,56.47,0,0,小红书种草
10669,6241,2026-07-13 20:46:00,景点门票,95.97,0,0,小红书种草
10670,6241,2026-07-14 08:09:00,景点门票,42.68,1,0,小红书种草
10805,6318,2026-07-14 16:55:00,酒店预订,557.47,1,0,小红书种草
10806,6318,2026-08-12 13:14:00,一日游套餐,323.63,1,0,小红书种草
10808,6320,2026-07-09 11:24:00,一日游套餐,411.28,0,0,小红书种草
10839,6341,2026-08-11 22:23:00,景点门票,173.95,1,1,微信分享裂变
10840,6341,2026-08-20 12:37:00,景点门票,143.61,1,0,微信分享裂变
10975,6424,2026-06-25 20:48:00,景点门票,99.41,0,0,微信分享裂变
10976,6424,2026-06-27 16:37:00,一日游套餐,407.28,0,0,微信分享裂变
10977,6424,2026-06-30 19:56:00,一日游套餐,270.15,1,0,微信分享裂变
10978,6424,2026-07-04 20:52:00,景点门票,113.56,1,0,微信分享裂变
10979,6424,2026-07-13 19:24:00,景点门票,101.06,1,0,微信分享裂变
10980,6424,2026-08-03 22:34:00,景点门票,126.52,0,0,微信分享裂变
11088,6488,2026-08-03 21:39:00,景点门票,96.51,0,0,小红书种草
11089,6488,2026-08-06 15:52:00,酒店预订,594.82,0,0,小红书种草
11130,6508,2026-06-26 17:51:00,酒店预订,190.41,1,0,自然流量
11131,6508,2026-07-30 20:38:00,景点门票,80.38,0,0,自然流量
11145,6522,2026-08-06 13:46:00,酒店预订,363.13,1,0,抖音信息流
11146,6523,2026-07-07 17:44:00,酒店预订,428.4,0,0,自然流量
11375,6655,2026-08-05 14:50:00,景点门票,157.69,1,0,抖音信息流
11505,6745,2026-08-01 17:09:00,酒店预订,510.19,1,0,自然流量
11506,6745,2026-08-03 13:32:00,景点门票,55.58,1,0,自然流量
11507,6745,2026-08-18 07:35:00,酒店预订,231.84,0,0,自然流量
11508,6745,2026-08-21 13:06:00,景点门票,81.15,1,0,自然流量
11509,6745,2026-08-22 12:04:00,酒店预订,364.04,0,0,自然流量
11609,6827,2026-06-29 10:13:00,一日游套餐,271.04,1,0,自然流量
11687,6890,2026-06-22 13:31:00,一日游套餐,404.58,1,0,小红书种草
11754,6932,2026-07-12 22:28:00,酒店预订,335.96,1,0,小红书种草
11755,6932,2026-08-08 13:17:00,景点门票,76.83,1,0,小红书种草
11864,6989,2026-06-22 20:15:00,一日游套餐,279.06,1,0,自然流量
11865,6989,2026-07-16 09:18:00,一日游套餐,233.75,1,0,自然流量
11887,7000,2026-07-02 08:10:00,景点门票,61.49,0,0,小红书种草
11964,7043,2026-07-11 16:55:00,一日游套餐,430.36,0,0,自然流量
11965,7043,2026-07-21 22:40:00,酒店预订,476.1,1,1,自然流量
11966,7043,2026-08-12 21:35:00,景点门票,106.36,1,0,自然流量
11967,7043,2026-08-23 14:05:00,景点门票,173.22,1,0,自然流量
12090,7112,2026-07-02 10:57:00,一日游套餐,424.36,1,0,小红书种草
12091,7112,2026-07-17 08:06:00,酒店预订,407.83,0,0,小红书种草
12092,7112,2026-08-08 17:36:00,景点门票,123.51,1,0,小红书种草
12093,7112,2026-08-12 10:39:00,一日游套餐,250.47,1,0,小红书种草
12094,7112,2026-08-17 11:34:00,酒店预订,212.71,1,0,小红书种草
12338,7260,2026-08-07 22:03:00,酒店预订,280.04,1,0,自然流量
12428,7312,2026-08-20 22:01:00,景点门票,130.75,1,0,自然流量
12891,7583,2026-08-17 16:23:00,景点门票,98.53,0,0,自然流量
12914,7597,2026-07-07 10:20:00,景点门票,123.86,1,0,自然流量
12915,7597,2026-07-25 20:20:00,景点门票,121.0,0,0,自然流量
12916,7597,2026-07-25 08:49:00,景点门票,122.68,1,0,自然流量
13113,7701,2026-06-20 07:55:00,酒店预订,494.93,1,0,自然流量
13121,7710,2026-06-04 09:57:00,景点门票,43.03,1,0,小红书种草
13122,7710,2026-08-04 14:15:00,酒店预订,387.33,1,0,小红书种草
13363,7840,2026-08-09 14:51:00,酒店预订,204.61,1,0,抖音信息流
13509,7925,2026-07-18 09:24:00,景点门票,94.99,1,0,微信分享裂变
13537,7941,2026-06-22 09:06:00,酒店预订,573.5,1,0,自然流量
13538,7941,2026-07-07 08:11:00,酒店预订,408.37,0,0,自然流量
13539,7942,2026-06-27 21:16:00,景点门票,169.08,1,0,抖音信息流
